,DOI,Title,Abstract,Date,Journal,catalyst,reactant,Method,Product
38,10.1016/j.jhazmat.2022.128850,Valorizing plastic toy wastes to flammable gases through CO2-mediated pyrolysis with a Co-based catalyst,"Toys are discarded due to their short life cycle. Unfortunately, development of sustainable disposal platform for toy has not gained particular concern. To establish a reliable disposal platform, this study employed a pyrolysis platform to valorize plastics into value-added fuels. To confer more environmentally resilient process, CO2 was used as a feedstock to enhance the process efficiency from a perspective of the yield of flammable gases. To this end, waste toy brick (WTB) was used as a model compound. The exact types of plastics (polyacrylonitrile, polybutadiene, polystyrene, and polymethyl methacrylate) in WTB were experimentally determined. In pyrolysis of WTB, the complicated mixture of benzene derivatives was inevitably generated. To detoxify them by means of syngas (H2/CO) production, catalytic pyrolysis was performed. Co catalyst effectively induced chemical bond scissions, leading to substantially enhanced H2 formation. Also, the gas phase reactions (GPRs) between CO2 and volatile compounds over Co catalyst expedited the production rate of CO, and such CO enhancement effectively offered a chance to mitigate toxic chemical generations. The synergistic contribution of CO2 and Co catalyst enhanced syngas formation more than 25 times in reference to pyrolysis of WTB without Co catalyst. The GPRs also greatly prevented catalyst deactivation.",15 July 2022,Journal of Hazardous Materials,['Co'],"['plastics', 'waste toy brick']","['pyrolysis', 'pyrolysis platform', 'catalytic pyrolysis']","['value-added fuels', ') production', 'production rate']"
39,10.1016/j.apcata.2022.118681,"Molecular mechanism of waste polyethylene terephthalate recycling by the 1,5,7-triazabicyclo[4.4.0]decium acetate/ zinc acetate deep eutectic solvent: The crucial role of 1,5,7-triazabicyclo[4.4.0]decium cation","The application of deep eutectic solvents (DESs) in the catalytic degradation of polyethylene terephthalate (PET) has attracted increasing attention due to the high efficiency, biodegradability, and low toxicity of DESs. However, the relationship between the structure and activity of DESs is still ambiguous. Herein, we report an efficient 1,5,7-triazabicyclo[4.4.0]decium acetate/zinc acetate (HTBD-OAc/Zn(OAc)2) DES catalyst for recycling waste PET based on a combination of experimental and theoretical studies. First, the HTBD-OAc/ Zn(OAc)2 DES structure, in which the HTBD-OAc moiety and Zn(OAc)2 were connected through a N-H---O hydrogen bonding interaction, was clearly determined through theoretical calculations and experimental verification. Then, the HTBD-OAc/Zn(OAc)2 was found to be effective for waste PET glycolysis, where the PET conversion reached 100%, and the bis(hydroxyalkyl) terephthalate (BHET) yield reached 88.5% at 190 °C within 40 min in atmosphere. Additionally, the catalyst had high reuse performance; BHET yield remained 84.6% after the catalyst was used for over seven cycles. Density functional theory (DFT) calculations demonstrated that the PET glycolysis reaction mediated by the HTBD-OAc/Zn(OAc)2 DES included two stages, and the 1,5,7-triazabicyclo[4.4.0]decium cation (HTBD) played a crucial role. In the first stage, the active species [Zn]-OCH2CH2OH anion was generated through proton transfer from HTBD to OAc-, which was followed by HOCH2CH2O-H bond activation through the cooperation of HTBD and Zn. In the second stage, catalytic depolymerization of PET occurred through the cooperative functions of the Zn center and HOCH2CH2O- anion ligand.",5 July 2022,Applied Catalysis A: General,"['Zn', 'HTBD-OAc/Zn', '/Zn']","['polyethylene terephthalate', 'waste PET', 'waste PET glycolysis', 'catalytic depolymerization']","['degradation', 'catalytic degradation', 'conversion', 'PET conversion', 'glycolysis', 'waste PET glycolysis', 'PET glycolysis reaction', 'depolymerization', 'catalytic depolymerization']","['bis(hydroxyalkyl) terephthalate (BHET) yield', 'BHET yield']"
40,10.1016/j.fuel.2020.119155,A Cu doped TiO2 catalyst mediated Catalytic Thermo Liquefaction (CTL) of polyolefinic plastic waste into hydrocarbon oil,"Plastic waste has been identified as a potent feedstock for liquefaction to produce hydrocarbon liquid oil (HC-Oil) by employing Catalytic Thermo Liquefaction (CTL). The resulting process for liquefaction of plastic was termed as Poly-Urja process and produced hydrocarbon oil was termed as HC-Oil. The CTL explores copper doped TiO2 (Cu@TiO2) catalyst as a selective, robust, non-toxic, inexpensive and promising material for liquefaction of polyolefinic plastic waste with minimum char and gas formation. The use of simple, non-expensive and non-complex co-precipitation method has provided a series of Cu@TiO2 catalysts with variable composition of the metal. Of the synthesized catalysts, Cu@TiO2 with 5% metal loading gave maximum conversion and yield of HC-Oil in laboratory batch reactor. The physicochemical and surface morphological properties of the catalyst were studied by using ATR-FTIR, XRD, SEM-EDX, BET and ICP-MS. Process intensification study was conducted to obtain maximum conversion and yield. The intensified CTL process gave >85% conversion and >80% yield of HC-Oil at less stringent conditions. HC-Oil is a carbon rich substrate comprises of 75–85% carbon, 5–15% hydrogen, 5–10% other elements and have a calorific value of ~42 MJ/kg thus it can be used for multiple applications of energy, fuels and chemicals etc. Physicochemical characterization of HC-Oil showed the presence of long and short; straight and branched chains of hydrocarbons (C8-C28). Moreover, CTL can convert any combination of plastic waste into HC-Oil with minimum carbon loss and >80% yield. Thus, the CTL process for polyolefinic waste provides an efficient, sustainable and environmentally friendly alternative to convert plastic waste into energy.",1 February 2021,Fuel,"['copper', 'TiO2', 'Cu']","['Plastic waste', 'plastic', 'polyolefinic plastic waste', 'plastic waste', 'polyolefinic waste']","['conversion', 'maximum conversion', '>85% conversion']","['hydrocarbon liquid oil', 'hydrocarbon oil', 'energy']"
41,10.1016/j.fuel.2020.119155,A Cu doped TiO2 catalyst mediated Catalytic Thermo Liquefaction (CTL) of polyolefinic plastic waste into hydrocarbon oil,"Plastic waste has been identified as a potent feedstock for liquefaction to produce hydrocarbon liquid oil (HC-Oil) by employing Catalytic Thermo Liquefaction (CTL). The resulting process for liquefaction of plastic was termed as Poly-Urja process and produced hydrocarbon oil was termed as HC-Oil. The CTL explores copper doped TiO2 (Cu@TiO2) catalyst as a selective, robust, non-toxic, inexpensive and promising material for liquefaction of polyolefinic plastic waste with minimum char and gas formation. The use of simple, non-expensive and non-complex co-precipitation method has provided a series of Cu@TiO2 catalysts with variable composition of the metal. Of the synthesized catalysts, Cu@TiO2 with 5% metal loading gave maximum conversion and yield of HC-Oil in laboratory batch reactor. The physicochemical and surface morphological properties of the catalyst were studied by using ATR-FTIR, XRD, SEM-EDX, BET and ICP-MS. Process intensification study was conducted to obtain maximum conversion and yield. The intensified CTL process gave >85% conversion and >80% yield of HC-Oil at less stringent conditions. HC-Oil is a carbon rich substrate comprises of 75–85% carbon, 5–15% hydrogen, 5–10% other elements and have a calorific value of ~42 MJ/kg thus it can be used for multiple applications of energy, fuels and chemicals etc. Physicochemical characterization of HC-Oil showed the presence of long and short; straight and branched chains of hydrocarbons (C8-C28). Moreover, CTL can convert any combination of plastic waste into HC-Oil with minimum carbon loss and >80% yield. Thus, the CTL process for polyolefinic waste provides an efficient, sustainable and environmentally friendly alternative to convert plastic waste into energy.",1 February 2021,Fuel,"['copper', 'TiO2', 'Cu']","['Plastic waste', 'plastic', 'polyolefinic plastic waste', 'plastic waste', 'polyolefinic waste']","['conversion', 'maximum conversion', '>85% conversion']","['hydrocarbon liquid oil', 'hydrocarbon oil', 'energy']"
42,10.1016/j.jaap.2022.105789,Study on the deactivation of Ni-based catalyst in the hydrotreating process of waste plastic pyrolysis oil,"The deactivation mechanism of Ni-based catalyst in the hydrotreating process of waste plastic pyrolysis oil (WPPO) was investigated. The accelerated deactivation experiment of catalyst was performed with model oil containing different impurities, and results indicated that the deactivation of catalyst was related to chlorides, nitrides, and sulfides in WPPO. By changing the concentration of chloride, the interactions between the three impurities were studied. Combined with the characterization results of fresh and spent catalysts, chloride was the direct cause of the deactivation of the catalyst. Chlorine atoms in chlorides were converted into HCl gas in hydrotreating, which reacted with Ni active sites, resulting in the sintering of the average Ni particle size from 52.62 nm to 139.63 nm, and the loss of Ni active components by 3–8 wt%, especially inhibiting the hydrodesulfurization activity of the catalyst. In addition, HCl reacted with NH3 (byproduct of nitride hydrogenation) to generate NH4Cl. The high concentration of HCl in the reaction system increased the crystallization temperature of NH4Cl from 210 °C to 294 °C, which led to the crystallization of ammonium salts in the catalyst bed. NH4Cl crystals adsorbed on the catalyst surface, resulting in a decrease in specific surface area and pore volume, and an increase in the average pore diameter of the catalyst, which was the main reason for the rapid deactivation of the catalyst. Furthermore, based on the deactivation mechanism, several appropriate solutions were proposed.",November 2022,Journal of Analytical and Applied Pyrolysis,"['Ni-based', 'Ni', 'chlorides', 'chloride', 'NH4Cl', 'nitrides', 'nitride']",['waste plastic pyrolysis oil'],"['pyrolysis', 'waste plastic pyrolysis oil']","['waste plastic pyrolysis oil', 'model oil', '(byproduct']"
43,10.1016/j.cattod.2021.11.033,ZSM-5 zeolites performance assessment in catalytic pyrolysis of PVC-containing real WEEE plastic wastes,"Catalytic pyrolysis of plastic wastes is a promising way for their conversion into valuable products. By modulating the catalyst properties and operating conditions, it is possible to direct the product distribution to obtain oils that may be suitable both as fuels and as chemicals. However, the efficient and safe removal of the halogens, often contained in plastic wastes, remains as a great challenge. In this work, the catalytic behaviour of ZSM-5 zeolites in the pyrolysis of a real chlorinated plastic waste of the electric and electronic equipment sector (WEEE), consisting of PE with about 3.4% of PVC, was investigated. To that end, three zeolite samples with different acidity and accessibility were synthesized and assayed. A thermal pre-treatment was applied to the plastic waste at 350 ºC, which allowed a chlorine removal of 87% from the WEEE feedstock. The pyrolysis tests were carried out in a downdraft fixed-bed stainless steel reactor, with a catalyst/feedstock ratio of 0.2, at temperatures of 600 ºC and 450 ºC in the thermal and catalytic zones, respectively, of the reaction system. In comparison with thermal pyrolysis, that mainly produced waxes, the product distribution changed considerably by contacting the pyrolysis vapours with ZSM-5 zeolites, leading to a strong enhancement in the yield of oil and gases. The largest yield of oil (about 60 wt%), having a concentration of monoaromatics (mainly BTX) above 50 wt%, was attained over the desilicated ZSM-5 sample. Regarding chlorine distribution, about 90% was accumulated in the char fraction, probably captured by the inorganic components present in the raw WEEE waste. Coke was the second fraction in terms of Cl concentration, followed by wax and oil, whereas this halogen was almost not detected in the gases. The lowest concentration of Cl in the oil was attained with the desilicated zeolite, with a value below 90 ppm, which could facilitate the subsequent processing of this stream in refinery units.",1 May 2022,Catalysis Today,"['Cl', 'zeolites', 'chlorine', 'zeolite']","['plastic wastes', 'real chlorinated plastic waste', 'plastic waste', 'raw WEEE waste']","['Catalytic pyrolysis', 'pyrolysis', 'conversion', 'conversion', 'pyrolysis', 'A thermal pre', 'thermal', 'The pyrolysis tests', 'thermal catalytic zones', 'thermal pyrolysis']","['valuable products', 'product distribution', 'oils', 'oil', 'oil']"
44,10.1016/j.jenvman.2022.116341,Recovery material from a new designed surgical face mask: A complementary approach based on mechanical and thermo-chemical recycling,"The usage of disposable face mask to control the spread of COVID-19 disease has led to the alarming generation of a huge amount of plastic waste in a short span of time. On other hand, face masks are made of high-quality thermoplastic polymers that could be recovered and converted into valuable products. The aim of this study is to investigate a complementary approach for the recycling of face mask in lab-scale plants: the mechanical recycling of the filter in polypropylene (PP) and the chemical recycling of the whole face mask. For this purpose, a new designed surgical face mask was chemically and physically characterized. The results shows that the face mask was composed of 92.3 wt% high grade PP (filter), very similar to virgin PP but with a high melt volume index (MVI, 385 cm3/10 min) due to its non-woven manufacturing. The PP from face mask was mixed with recycled virgin PP in order to obtain a MVI suitable for the extrusion process and recycled as filament for 3D printing. This filament was used to print a specimen with a very similar visual quality of that printed with a commercial PP filament. Simultaneously, the whole face mask underwent a pyrolysis process to produce new feedstocks or fuels. Low-cost catalysts derived from coal fly ash (CFA) were employed to enhance the production of light hydrocarbons. In particular, the synthetized acid X zeolite (HX/CFA) improved the yield of light fractions up to 91 wt% (79 wt% for thermal pyrolysis) and the quality of the light oil with the 85% of C6–C10 (55% for thermal pyrolysis). Furthermore, HX/CFA decreased the degradation temperature of PP to 384 °C versus 458 °C of thermal cracking.",15 December 2022,Journal of Environmental Management,['zeolite'],"['plastic waste', 'high-quality thermoplastic polymers', 'polypropylene']","['pyrolysis', 'pyrolysis process', 'thermal pyrolysis', 'thermal', 'degradation', 'degradation temperature', 'thermal cracking']","['valuable products', 'production', 'light oil']"
45,10.1016/j.wasman.2021.03.002,Recycling waste thermosetting unsaturated polyester resins into oligomers for preparing amphiphilic aerogels,"The styrene-maleic acid copolymer (SMC) was obtained by selective and complete cleavage of ester groups from waste thermosetting unsaturated polyester resins (WTUPR). The degradation was performed in glycol at 180 °C for 5 h with potassium carbonate as a catalyst and the resultant potassium salt of SMC (SMC-K) can be very easily separated by precipitation using ethanol with a yield of 63.8%. The SMC-K was integrated with polyvinyl alcohol to form amphiphilic aerogels via freeze–thaw and freeze-drying processes. The aerogel exhibits a low density of 0.024 g·mL−1 due to hierarchical pore structures with a size range from nanometer to micrometer scale. Besides, the good compressibility and resilience of the aerogel are demonstrated. The amphiphilic aerogel displayed high absorption of both water and oily liquids (over 30 g.g−1 and 20 g.g−1 for water and dichloromethane respectively), together with a good recycle adsorption efficiency (>90% after 10 cycles). This work provides a new strategy on upcycling of WTUPR.",1 May 2021,Waste Management,['potassium'],"['The styrene-maleic acid copolymer', 'waste', 'unsaturated polyester resins', 'polyvinyl alcohol']","['The degradation', 'degradation']","['The styrene-maleic acid copolymer', 'oily liquids']"
46,10.1016/j.wasman.2021.03.002,Recycling waste thermosetting unsaturated polyester resins into oligomers for preparing amphiphilic aerogels,"The styrene-maleic acid copolymer (SMC) was obtained by selective and complete cleavage of ester groups from waste thermosetting unsaturated polyester resins (WTUPR). The degradation was performed in glycol at 180 °C for 5 h with potassium carbonate as a catalyst and the resultant potassium salt of SMC (SMC-K) can be very easily separated by precipitation using ethanol with a yield of 63.8%. The SMC-K was integrated with polyvinyl alcohol to form amphiphilic aerogels via freeze–thaw and freeze-drying processes. The aerogel exhibits a low density of 0.024 g·mL−1 due to hierarchical pore structures with a size range from nanometer to micrometer scale. Besides, the good compressibility and resilience of the aerogel are demonstrated. The amphiphilic aerogel displayed high absorption of both water and oily liquids (over 30 g.g−1 and 20 g.g−1 for water and dichloromethane respectively), together with a good recycle adsorption efficiency (>90% after 10 cycles). This work provides a new strategy on upcycling of WTUPR.",1 May 2021,Waste Management,['potassium'],"['The styrene-maleic acid copolymer', 'waste', 'unsaturated polyester resins', 'polyvinyl alcohol']","['The degradation', 'degradation']","['The styrene-maleic acid copolymer', 'oily liquids']"
47,10.1016/j.wasman.2021.04.024,Catalytic pyrolysis of petroleum-based and biodegradable plastic waste to obtain high-value chemicals,"The petroleum-based plastics, high-density polyethylene (HDPE), low-density polyethylene (LDPE), and polypropylene (PP), and the biodegradable plastic, polylactide (PLA) were processed by thermal and catalytic pyrolysis to investigate their suitability as feedstock for chemical recycling. The influence of pyrolysis temperature (400–600 °C) and catalyst (zeolite, spent FCC, and MgO catalyst) on the pyrolysis liquid composition and yield was studied. The studied petroleum-based plastics had similar decomposition temperature ranges but produced their highest pyrolysis yields at different temperatures. Pyrolysis liquids from thermal degradation of HDPE and LDPE consisted high yield of waxes but those of PP and PLA consisted of both waxes and liquid oil. Catalysts affected not only the pyrolysis yield, but also the proportions of liquid oil and wax in pyrolysis liquids. Alkenes, alkanes, and aromatics were the main compounds in the pyrolysis liquids. Spent FCC catalyst reduced the production of waxes and increased the production of gasoline-range hydrocarbons and aromatics. MgO catalyst led to high coke formation from polyolefins and PLA. Lactic acid, lactide and propanoic acid were examples of valuable chemicals recovered from the pyrolysis of PLA. Lactide was the main product (up to 79%) of catalytic pyrolysis with zeolite at 400 °C. Spent FCC catalyst produced mostly propanoic acid at 400 °C but at 600 °C, L-lactic acid became the most abundant compound.",15 May 2021,Waste Management,"['MgO', 'zeolite']","['The petroleum-based plastics, high-density polyethylene', 'low-density polyethylene', 'polypropylene', 'biodegradable plastic', 'polylactide', 'The studied petroleum-based plastics', 'polyolefins']","['pyrolysis', 'thermal catalytic pyrolysis', 'thermal', 'pyrolysis temperature', 'pyrolysis liquid composition', 'highest pyrolysis yields', 'degradation', 'thermal degradation', 'pyrolysis yield', 'pyrolysis liquids', 'pyrolysis liquids', 'pyrolysis', 'catalytic pyrolysis']","['liquid oil', 'production', 'main product']"
48,10.1016/j.scitotenv.2022.160721,"Pyrolytic conversion of waste plastics to energy products: A review on yields, properties, and production costs","In recent years, about 370 million tonnes of waste plastic are generated annually with about 9 % recycled, 80 % landfilled and 11 % converted to energy. As recycling of waste plastics are quite expensive and labour-intensive, the focus has now been shifted towards converting waste plastics into energy products. Pyrolysis of waste plastic generates liquid oil (crude), gas, char and wax among which liquid oil is the most valuable product. In this review, emphasis has been given on the pyrolysis products yield from both thermal and catalytic pyrolysis and the factors that affect pyrolysis products yield. The use of homogenous catalysts, for example AlCl3, can significantly improve the quality of waste plastic pyrolytic oil (WPPO), reduce time and energy consumption of the process, and help remove the contaminants of waste plastic. This study also thoroughly reviewed physico-chemical properties of WPPO to understand their thermal stability, elemental composition, and functional groups. Although liquid oil exhibits comparable heating value with commercial fuel (diesel/petrol), for example higher heating value of Polypropylene (PP) and Polyethylene (PE) are 50 and 42 MJ/kg which is between 42 and 46 MJ/kg for commercial diesel the other properties depend on several parameters such as plastic and pyrolysis reactor types, temperature, feed size, reaction time, heating rate and catalysts. A techno-economic analysis indicate that the liquid oil production cost could be about 0.6 USD/l if plant capacity is ≥175,000 million litres/year with a breakeven of 1 year. After-treatment of WPPO through distillation and hydrotreatment is recommended for improving the physio-chemical properties comparable to commercial fuel to use in automobile applications. This paper will be a valuable guide for stakeholders, and decision and policy makers for proper utilization of waste plastics.",25 February 2023,Science of The Total Environment,['Polyethylene'],"['waste plastic', 'waste plastics', 'waste plastic pyrolytic oil', 'plastic pyrolysis reactor types']","['pyrolysis', 'pyrolysis products yield', 'thermal catalytic pyrolysis', 'pyrolysis products yield', 'thermal', 'thermal stability', 'plastic pyrolysis reactor types']","['energy', 'energy products', 'valuable product', 'liquid oil (crude', 'liquid oil', 'pyrolysis products yield', 'pyrolysis products yield', 'energy consumption', 'waste plastic pyrolytic oil', 'liquid oil exhibits comparable heating value', 'liquid oil production cost']"
49,10.1016/j.scitotenv.2022.160721,"Pyrolytic conversion of waste plastics to energy products: A review on yields, properties, and production costs","In recent years, about 370 million tonnes of waste plastic are generated annually with about 9 % recycled, 80 % landfilled and 11 % converted to energy. As recycling of waste plastics are quite expensive and labour-intensive, the focus has now been shifted towards converting waste plastics into energy products. Pyrolysis of waste plastic generates liquid oil (crude), gas, char and wax among which liquid oil is the most valuable product. In this review, emphasis has been given on the pyrolysis products yield from both thermal and catalytic pyrolysis and the factors that affect pyrolysis products yield. The use of homogenous catalysts, for example AlCl3, can significantly improve the quality of waste plastic pyrolytic oil (WPPO), reduce time and energy consumption of the process, and help remove the contaminants of waste plastic. This study also thoroughly reviewed physico-chemical properties of WPPO to understand their thermal stability, elemental composition, and functional groups. Although liquid oil exhibits comparable heating value with commercial fuel (diesel/petrol), for example higher heating value of Polypropylene (PP) and Polyethylene (PE) are 50 and 42 MJ/kg which is between 42 and 46 MJ/kg for commercial diesel the other properties depend on several parameters such as plastic and pyrolysis reactor types, temperature, feed size, reaction time, heating rate and catalysts. A techno-economic analysis indicate that the liquid oil production cost could be about 0.6 USD/l if plant capacity is ≥175,000 million litres/year with a breakeven of 1 year. After-treatment of WPPO through distillation and hydrotreatment is recommended for improving the physio-chemical properties comparable to commercial fuel to use in automobile applications. This paper will be a valuable guide for stakeholders, and decision and policy makers for proper utilization of waste plastics.",25 February 2023,Science of The Total Environment,['Polyethylene'],"['waste plastic', 'waste plastics', 'waste plastic pyrolytic oil', 'plastic pyrolysis reactor types']","['pyrolysis', 'pyrolysis products yield', 'thermal catalytic pyrolysis', 'pyrolysis products yield', 'thermal', 'thermal stability', 'plastic pyrolysis reactor types']","['energy', 'energy products', 'valuable product', 'liquid oil (crude', 'liquid oil', 'pyrolysis products yield', 'pyrolysis products yield', 'energy consumption', 'waste plastic pyrolytic oil', 'liquid oil exhibits comparable heating value', 'liquid oil production cost']"
50,10.1016/j.apmt.2021.101207,Carbon nanosheet-carbon nanocage encapsulated Cu composite from chemical vapor deposition of real-world plastic waste for tailored CO2 conversion to various products,"Carbon nanosheet supported Cu (Cu/CNS) is an exemplary electrocatalyst for electrochemical CO2 reduction reaction (CO2RR). The Cu/CNS electrocatalysts however suffer from agglomeration of dispersed Cu nanoparticles and restacking of CNS causing degradation of electrocatalytic activity. Here, a facile one-step method is proposed for manufacturing tailor-made Cu/CNS (e.g., where Cu particle size is stabilized by encapsulation into carbon nanocages (CNC) fixed to a porous and conductive CNS). The electrocatalysts were prepared via catalytic chemical vapor deposition over Cu loaded CaO (Cu/CaO) catalysts from recycled real-world plastic waste. The formation of CNC could help prevent restacking of CNS with specific surface area of around 200–400 m2 g − 1 and maintain good dispersion of Cu nanoparticles. The CO2RR performance (including selectivity and current density) of Cu/CNS was conveniently controlled by the Cu/CaO preparation methods. Compared to Cu/CaO prepared via impregnation or with ethylene glycol, Cu/CaO synthesized via urea-assisted method catalyzed formation of Cu/CNS with improved CO selectivity at lower overpotential (maximum CO Faradaic efficiency was 82.1% at -0.76 V versus reversible hydrogen electrode), higher current density, and suppressed hydrocarbon selectivity owning to the electrocatalyst highest porosity and smallest Cu nanoparticles over CNS.",December 2021,Applied Materials Today,"['CaO', 'Cu/CaO', 'Cu', 'Cu/CNS']",['recycled real-world plastic waste'],['degradation'],['ethylene glycol']
51,10.1016/j.supflu.2014.05.015,Recovery of carbon fibres and production of high quality fuel gas from the chemical recycling of carbon fibre reinforced plastic wastes,"A solvolysis process to depolymerize the resin fraction of carbon fibre reinforced plastic waste to recover carbon fibre, followed by hydrothermal gasification of the liquid residual product to produce fuel gas was investigated using batch reactors. The depolymerisation reactions were carried out in ethylene glycol and ethylene glycol/water mixtures at near-critical conditions of the two solvents. With ethylene glycol alone the highest resin removal of 92.1% was achieved at 400°C. The addition of water to ethylene glycol led to higher resin removals compared to ethylene glycol alone. With an ethylene glycol/water ratio of 5, at 400°C, resin removal was 97.6%, whereas it was 95.2% when this ratio was 3, at the same temperature. The mechanical properties of the recovered carbon fibre were tested and showed minimal difference in strength compared to the virgin carbon fibre. The product liquid, containing organic resin degradation products was then subjected to catalytic supercritical water gasification at 500°C and 24MPa in the presence of NaOH and Ru/Al2O3 as catalysts, respectively. Up to 60mol.% of H2 gas was produced with NaOH as catalyst, and 53.7mol.% CH4 gas was produced in the presence of Ru/Al2O3.",August 2014,The Journal of Supercritical Fluids,['Ru/Al2O3'],"['plastic waste', 'The depolymerisation reactions']","['thermal', 'hydrothermal gasification', 'degradation', 'organic resin degradation products']","['liquid residual product', 'carbon fibre', 'ethylene glycol', 'ethylene glycol/water mixtures', 'ethylene glycol/water ratio', 'recovered carbon fibre', 'virgin carbon fibre', 'The product liquid', 'organic resin degradation products']"
52,10.1016/j.jaap.2022.105612,A high-quality hydrogen production strategy from waste plastics through microwave-assisted reactions with heterogeneous bimetallic iron/nickel/cerium catalysts,"Waste plastic is one of the most concerned solid waste issues all over the world. Converting waste plastics into high value-added hydrogen (H2) has attracted considerable attention. Herein, we reported on the innovative strategy of producing highly pure (91.5 vol%) H2 from non-recyclable waste plastics through microwave-induced reactions over the iron/nickel nanoparticles supported by cerium oxide with carbon nanotube substrates (Fe/Ni-CeO2 @CNTs). The chemical structure of the catalyst was optimized, and the reaction mechanism of microwave-induced catalytic pyrolysis was also researched. The synergistic effects of dehydrogenation on Fe/Ni bimetallic particles and the reforming reaction induced by CeO2 contributed to the remarkable H2 selectivity and high H2 yield. The catalyst also showed excellent stability and robustness after 5 regeneration cycles. High-valued carbon nanotubes are also generated, achieving nearly zero carbon emission.",September 2022,Journal of Analytical and Applied Pyrolysis,"['Fe/Ni-CeO2', 'Fe/Ni', 'iron/nickel', 'CeO2']","['Waste plastic', 'concerned solid waste issues', 'waste plastics', 'non-recyclable waste plastics']","['pyrolysis', 'microwave-induced catalytic pyrolysis', 'reforming', 'reforming reaction']",['high value-added hydrogen']
53,10.1016/j.cep.2017.09.011,"Processing of mixed-plastic waste to fuel oil, carbon nanotubes and hydrogen using multi–core reactor","Conversion of mixed–plastic waste into carbon nanotubes (CNTs) and hydrogen–rich hydrocarbon gases was carried out in a multi–core reactor using Ni/Mo/MgO catalyst. The mixed plastic waste consisted of HDPE (67.2wt%), PP (11.2wt%), PS (6.2wt%), PVC (5.2wt%) and PET (10.2wt%). Optimization of process parameters such as pyrolysis temperature, CNT synthesis temperature, reaction time and recycle ratio were carried out using Box–Behnken 3–level and 4–factorial design method. The result shows that CNTs of 6.63g and hydrocarbon gases containing 78% hydrogen would yield using 60g plastic waste and 1g of catalyst. Recycle ratio and pyrolysis temperature have shown the considerable effect over the yield of CNTs and product gases. The HRTEM analysis indicates that CNTs with aligned graphene walls can be produced at 50% recycle ratio, while 70% recycle ratio produces CNTs with bamboo like structure. High recycle ratio results in an increase of CO/CO2 concentration with reduction of CNTs and hydrogen yield.",November 2017,Chemical Engineering and Processing: Process Intensification,"['Ni/Mo/MgO', 'graphene']","['mixed–plastic waste', 'The mixed plastic waste', '60g plastic waste']","['pyrolysis', 'pyrolysis temperature']",['product gases']
54,10.1016/j.cep.2017.09.011,"Processing of mixed-plastic waste to fuel oil, carbon nanotubes and hydrogen using multi–core reactor","Conversion of mixed–plastic waste into carbon nanotubes (CNTs) and hydrogen–rich hydrocarbon gases was carried out in a multi–core reactor using Ni/Mo/MgO catalyst. The mixed plastic waste consisted of HDPE (67.2wt%), PP (11.2wt%), PS (6.2wt%), PVC (5.2wt%) and PET (10.2wt%). Optimization of process parameters such as pyrolysis temperature, CNT synthesis temperature, reaction time and recycle ratio were carried out using Box–Behnken 3–level and 4–factorial design method. The result shows that CNTs of 6.63g and hydrocarbon gases containing 78% hydrogen would yield using 60g plastic waste and 1g of catalyst. Recycle ratio and pyrolysis temperature have shown the considerable effect over the yield of CNTs and product gases. The HRTEM analysis indicates that CNTs with aligned graphene walls can be produced at 50% recycle ratio, while 70% recycle ratio produces CNTs with bamboo like structure. High recycle ratio results in an increase of CO/CO2 concentration with reduction of CNTs and hydrogen yield.",November 2017,Chemical Engineering and Processing: Process Intensification,"['Ni/Mo/MgO', 'graphene']","['mixed–plastic waste', 'The mixed plastic waste', '60g plastic waste']","['pyrolysis', 'pyrolysis temperature']",['product gases']
55,10.1016/j.jhazmat.2020.123726,Waste plastics recycling for producing high-value carbon nanotubes: Investigation of the influence of Manganese content in Fe-based catalysts,"Thermo-chemical conversion is a promising technology for the recycle of waste plastics, as it can produce high-value products such as carbon nanotubes (CNTs) and hydrogen. However, the low yield of CNTs is one of the challenges. In this work, the addition of Mn (0 wt.%, 1 wt.%, 5 wt.%, and 10 wt.%) to Fe-based catalyst to improve the production of CNTs has been investigated. Results show that the increase of Mn content from 0 wt.% to 10 wt.% significantly promotes CNTs yield formed on the catalyst from 23.4 wt.% to 32.9 wt.%. The results show that Fe-particles in the fresh catalysts are between 10−25 nm. And the addition of Mn in the Fe-based catalyst enhanced the metal-support interactions and the dispersion of metal particles, thus leading to the improved catalytic performance in relation to filamentous carbon growth. In addition, the graphitization of CNTs is promoted with the increase of Mn content. Overall, in terms of the quantity and quality of the produced CNTs, 5 wt.% of Mn in Fe-based catalyst shows the best catalytic performance, due to the further increase of Mn content from 5 wt.% to 10 wt.% led to a dramatic decrease of purity by 10 wt.%.",15 January 2021,Journal of Hazardous Materials,"['Fe-based', 'Fe-particles', 'Mn']",['waste plastics'],"['Thermo-chemical conversion', 'conversion', 'chemical conversion']","['high-value products', 'production']"
